"player_api_id","player_name","overall_rating","date","gk_rating","appearance","leagues"
466117,"Sebastien Locigno",62,"2016-05-19 00:00:00",59,7,1
466308,"Cedric Yambere",68,"2015-11-06 00:00:00",57,39,1
466357,"Marcel Tisserand",72,"2016-04-14 00:00:00",63,51,1
466480,"Faycal Rherras",64,"2016-05-26 00:00:00",49,26,1
466672,"Jefferson Lerma",72,"2016-06-02 00:00:00",57,31,1
466861,"Sean Klaiber",68,"2016-03-03 00:00:00",70,27,1
467689,"Youssouf Sabaly",73,"2016-04-28 00:00:00",54,93,1
469700,"Jonathan Glao Tah",76,"2016-01-07 00:00:00",49,43,1
469804,"Kenny Tete",76,"2016-05-05 00:00:00",51,23,1
470337,"Joao Gois",67,"2016-05-12 00:00:00",48,18,1
473852,"Corentin Tolisso",76,"2016-04-28 00:00:00",54,73,1
473853,"Jordan Amavi",75,"2015-11-26 00:00:00",58,54,2
473859,"Damien Dussaut",64,"2016-03-24 00:00:00",60,13,1
474682,"Djavan",74,"2016-03-10 00:00:00",43,59,1
474736,"Marcelo Goiano",72,"2016-03-03 00:00:00",56,53,1
476766,"Filipe Ferreira",71,"2015-11-06 00:00:00",57,72,1
477167,"Hebert",68,"2016-06-02 00:00:00",65,49,2
477470,"Gabriel Moura",69,"2015-04-17 00:00:00",50,59,1
477472,"Jose Luis Morales",77,"2016-02-04 00:00:00",64,64,1
477473,"Jailson",68,"2016-04-21 00:00:00",55,43,1
478112,"Samuel Gigot",65,"2016-02-04 00:00:00",59,17,1
478345,"Dimitri Cavare",70,"2016-02-25 00:00:00",50,16,1
478447,"Adam Marusic",69,"2016-05-05 00:00:00",44,49,1
478997,"Joshua Nadeau",57,"2016-03-17 00:00:00",61,5,1
485047,"Hans Hateboer",68,"2016-01-28 00:00:00",54,62,1
485141,"Joseba Zaldua",72,"2016-03-03 00:00:00",58,41,1
486819,"Djavan Anderson",63,"2016-01-07 00:00:00",52,8,1
487867,"Wendell",77,"2016-03-03 00:00:00",54,51,1
488189,"Kieran Kennedy",54,"2016-04-21 00:00:00",53,18,1
488960,"Michal Helik",65,"2016-04-21 00:00:00",52,17,1
489501,"Formose Mendy",64,"2016-02-11 00:00:00",56,17,1
492132,"Florent Hadergjonaj",69,"2015-10-16 00:00:00",52,58,1
493185,"Gregory Wuethrich",62,"2015-12-10 00:00:00",55,31,1
495942,"Adam Waszkiewicz",52,"2014-12-12 00:00:00",48,15,1
500721,"Junior Oto'o Zue",68,"2016-01-21 00:00:00",58,18,1
503098,"Tomasz Mokwa",60,"2016-03-03 00:00:00",55,11,1
504033,"Milan Gajic",69,"2016-05-05 00:00:00",38,7,1
506364,"Andrea Conti",67,"2016-04-28 00:00:00",54,10,1
513512,"Nemanja Antonov",63,"2016-03-24 00:00:00",59,16,1
516273,"Matthew Pennington",63,"2016-05-05 00:00:00",54,4,1
517346,"Nico Elvedi",68,"2016-05-12 00:00:00",55,31,2
518240,"Carlos Vigaray",69,"2015-10-16 00:00:00",50,25,1
518346,"Robin Gosens",66,"2016-04-21 00:00:00",64,47,1
519951,"Stuart Findlay",55,"2016-06-30 00:00:00",49,21,1
520299,"Charni Ekangamene",61,"2016-04-28 00:00:00",50,9,1
521280,"Dennes de Kegel",59,"2015-05-08 00:00:00",60,7,1
522276,"Pawel Zielinski",65,"2016-03-17 00:00:00",58,51,1
522673,"Mickael Tirpan",60,"2016-02-04 00:00:00",40,4,1
522746,"Sebastien Pennacchio",59,"2015-07-03 00:00:00",39,11,1
526221,"Jakub Bartosz",58,"2016-04-14 00:00:00",53,2,1
528439,"Federico Mattiello",71,"2016-04-21 00:00:00",34,3,1
536584,"Leo Dubois",69,"2016-04-28 00:00:00",54,23,1
543969,"Dion Cools",67,"2016-04-21 00:00:00",45,5,1
546034,"Mamadou N'Diaye",61,"2016-02-18 00:00:00",50,1,1
553597,"David Kinsombi",63,"2016-01-28 00:00:00",55,3,1
554052,"Yarouba Cissako",68,"2015-09-21 00:00:00",47,24,1
555647,"Robert Bartczak",55,"2015-11-06 00:00:00",55,1,1
557546,"David Ferguson",50,"2015-01-30 00:00:00",40,3,1
559063,"Nolan Mbemba",61,"2015-09-21 00:00:00",54,11,2
559065,"Ramy Bensebaini",69,"2016-02-04 00:00:00",54,34,2
560416,"Karim Hafez",62,"2015-09-21 00:00:00",54,12,1
560852,"Rick Karsdorp",73,"2016-04-07 00:00:00",65,42,1
561611,"Gaetan Hendrickx",63,"2016-04-21 00:00:00",57,6,1
561838,"Isak Ssewankambo",66,"2016-05-12 00:00:00",50,12,1
561844,"Tyronne Ebuehi",63,"2015-09-21 00:00:00",65,16,1
562801,"Derrick Luckassen",68,"2016-02-11 00:00:00",41,25,1
563066,"Sven Joss",54,"2016-06-09 00:00:00",61,24,1
563215,"Abdou Diallo",66,"2016-04-28 00:00:00",41,28,2
563216,"Almamy Toure",69,"2015-12-24 00:00:00",52,13,1
566158,"Kevin Diks",70,"2016-03-10 00:00:00",56,49,1
568908,"Ricardinho",61,"2015-04-10 00:00:00",40,4,1
568911,"Joao Afonso",71,"2016-06-02 00:00:00",52,43,1
568920,"Aderlan",67,"2016-03-17 00:00:00",53,33,1
570834,"Iago Santos",66,"2015-10-16 00:00:00",50,39,1
571379,"Marnon-Thomas Busch",64,"2016-03-10 00:00:00",52,4,1
571709,"Ashton-Phillip Goetz",65,"2015-10-16 00:00:00",65,5,1
574200,"Eric Bertrand Bailly",80,"2016-05-12 00:00:00",55,39,1
574234,"Hidde ter Avest",66,"2015-11-26 00:00:00",49,38,1
575118,"Bruno Santos",64,"2016-04-14 00:00:00",51,15,1
575778,"Saidy Janko",67,"2016-05-05 00:00:00",46,6,1
575780,"Patrick McNair",69,"2016-01-14 00:00:00",55,15,1
576912,"Khalil Chemmam",63,"2015-05-22 00:00:00",48,4,1
579206,"Bartosz Jaroch",56,"2016-03-03 00:00:00",54,4,1
582499,"Kieran Tierney",64,"2016-06-16 00:00:00",62,24,1
586199,"Erwin Koffi",55,"2015-07-03 00:00:00",42,1,1
586678,"Bart Straalman",65,"2016-04-07 00:00:00",50,17,1
604345,"Sebastiaan Brebels",59,"2016-05-19 00:00:00",59,3,1
607134,"David Syme",55,"2016-02-04 00:00:00",54,7,1
607148,"Aritz Elustondo",72,"2016-04-14 00:00:00",52,34,1
609711,"Luke Watt",53,"2016-04-14 00:00:00",57,6,1
609733,"Darnell Furlong",66,"2016-06-09 00:00:00",55,3,1
609841,"Taylor Moore",59,"2015-09-21 00:00:00",41,4,1
611223,"Benjamin Pavard",67,"2015-09-21 00:00:00",53,11,1
611526,"Joey Dujardin",57,"2016-05-19 00:00:00",56,1,1
611682,"Connor Randall",55,"2016-04-28 00:00:00",46,2,1
611840,"Dalcio Gomes",69,"2016-01-28 00:00:00",46,9,1
612747,"Frederic Guilbert",68,"2016-03-10 00:00:00",58,30,1
616544,"Inigo Lekue",71,"2016-04-14 00:00:00",66,12,1
619297,"Jeroen van der Lely",63,"2016-04-14 00:00:00",39,12,1
620523,"Leonardo Fontanesi",59,"2016-04-07 00:00:00",53,3,1
630950,"Karim Essikal",65,"2016-04-28 00:00:00",61,14,1
634113,"Alois Confais",56,"2016-01-07 00:00:00",53,13,1
637753,"Felix Passlack",62,"2016-06-02 00:00:00",56,2,1
641042,"Alfonso Artabe",60,"2015-11-06 00:00:00",41,7,1
654084,"Kyle Knoyle",57,"2016-03-10 00:00:00",54,8,1
660010,"Pedro Pereira",65,"2016-05-12 00:00:00",48,7,1
660130,"Levi Opdam",59,"2016-02-18 00:00:00",44,1,1
660132,"Pantelis Hatzidiakos",61,"2016-01-28 00:00:00",54,1,1
660153,"Julian Lelieveld",61,"2016-05-05 00:00:00",58,1,1
668362,"Yanni Regaesel",63,"2016-03-17 00:00:00",55,14,1
674221,"Liam Grimshaw",48,"2016-02-04 00:00:00",59,13,1
678384,"Silvan Hefti",53,"2016-01-07 00:00:00",49,22,1
680011,"Bart Nieuwkoop",63,"2016-03-03 00:00:00",51,5,1
687289,"Emmanuel Hackman",63,"2016-04-28 00:00:00",44,8,1
690290,"Omar El Baad",59,"2016-01-28 00:00:00",51,1,1
690308,"Miguel Munoz",59,"2016-03-24 00:00:00",52,2,1
696404,"Ben Hall",53,"2016-04-28 00:00:00",70,16,1
699362,"Ronael Pierre-Gabriel",58,"2015-12-03 00:00:00",47,4,1
721133,"Rafa Soares",70,"2016-05-12 00:00:00",60,15,1
723037,"Wanderson Lima",53,"2016-04-21 00:00:00",54,7,1
744907,"Greg Taylor",53,"2016-06-09 00:00:00",57,1,1
748432,"Fynn Arkenberg",58,"2016-05-12 00:00:00",46,2,1
2752,"Diego Mainz",72,"2015-10-16 00:00:00",53,81,1
2768,"Jose Dorado",74,"2016-03-17 00:00:00",64,71,1
2977,"David Rivas Rodriguez",62,"2013-05-24 00:00:00",51,5,1
4747,"Lee Wilkie",73,"2009-08-30 00:00:00",128,36,1
5233,"Iban Javier Cuadrado",63,"2010-08-30 00:00:00",54,18,1
5272,"Gary Coulibaly",67,"2016-04-21 00:00:00",48,27,1
5693,"Kees Kwakman",67,"2014-03-21 00:00:00",50,119,1
6864,"Santiago Acasiete",65,"2014-09-18 00:00:00",59,65,1
7226,"Roni Porokara",64,"2013-02-15 00:00:00",47,16,1
7681,"Josip Colina",59,"2010-08-30 00:00:00",49,49,1
8932,"Dino Drpic",69,"2011-02-22 00:00:00",58,15,1
9086,"Ivica Vrdoljak",69,"2016-03-10 00:00:00",43,112,1
10984,"Maros Klimpl",68,"2008-08-30 00:00:00",123,20,1
11285,"Lucas",78,"2016-05-12 00:00:00",50,8,1
11327,"Anthony Deroin",68,"2012-02-22 00:00:00",53,26,1
11747,"Alessandro Mangiarrati",60,"2011-02-22 00:00:00",61,56,1
11827,"Fernando Cardozo",68,"2010-08-30 00:00:00",50,25,1
11833,"de Oliveira Cleber Monteiro",62,"2012-02-22 00:00:00",71,64,1
11861,"Bruno Mendes",66,"2010-02-22 00:00:00",129,11,1
12288,"Jan Durica",75,"2015-09-21 00:00:00",53,8,1
12374,"Pavol Stano",64,"2016-05-05 00:00:00",46,179,1
12985,"Christos Karypidis",63,"2009-02-22 00:00:00",126,34,1
13329,"Blazej Telichowski",62,"2015-01-16 00:00:00",58,99,1
13349,"Antoni Lukasiewicz",58,"2014-04-11 00:00:00",58,77,1
13350,"Wojciech Szymanek",59,"2014-03-21 00:00:00",53,32,1
13449,"Lukasz Tralka",70,"2016-04-28 00:00:00",66,189,1
13474,"Jaroslaw Bieniuk",66,"2013-09-20 00:00:00",57,78,1
13476,"Dawid Kucharski",63,"2010-08-30 00:00:00",47,10,1
13490,"Szymon Sawala",61,"2015-01-16 00:00:00",58,83,1
13513,"Pawel Strak",56,"2015-02-20 00:00:00",42,45,1
13557,"Dawid Soldecki",61,"2016-04-21 00:00:00",53,26,1
14642,"Yoav Ziv",66,"2010-02-22 00:00:00",133,28,1
16292,"Branko Lazarevic",62,"2013-06-07 00:00:00",53,4,1
16300,"Gojko Kacar",72,"2015-09-21 00:00:00",56,88,1
18388,"Leandro Gioda,28",71,"2011-02-22 00:00:00",59,28,1
18501,"Hernan Pellerano",70,"2015-09-21 00:00:00",56,67,1
18664,"Christian Fernandez",67,"2016-02-25 00:00:00",54,67,1
18673,"Gustavo Cabral",77,"2016-02-19 00:00:00",47,130,1
18945,"Santiago Gentiletti",77,"2016-04-21 00:00:00",55,38,2
19020,"Christopher Samba",77,"2016-05-05 00:00:00",49,124,1
19370,"Rodrigo Arroz",64,"2011-02-22 00:00:00",45,13,1
19489,"Halisson",69,"2014-04-18 00:00:00",57,67,1
20323,"Carciano",67,"2008-08-30 00:00:00",134,4,1
20396,"Felipe Santana",74,"2016-01-28 00:00:00",39,80,1
21458,"Andre Leone",71,"2010-02-22 00:00:00",113,22,1
21765,"Jop van der Linden",72,"2016-03-03 00:00:00",53,76,1
22096,"Giuseppe Aquaro",60,"2012-02-22 00:00:00",42,38,1
22337,"Leandro Castan",79,"2016-04-21 00:00:00",34,72,1
22764,"Martin Skrtel",81,"2015-09-21 00:00:00",44,220,1
22785,"Stilianos Malezas",71,"2015-09-21 00:00:00",47,21,1
22928,"Glenn Loovens",68,"2016-04-14 00:00:00",54,78,2
23007,"Andrew Davies",67,"2016-04-21 00:00:00",54,31,1
23030,"Damien Delaney",74,"2016-05-05 00:00:00",52,97,1
23073,"Matthew Kilgallon",68,"2016-04-28 00:00:00",63,21,1
23115,"Leon Barnett",70,"2016-03-17 00:00:00",48,29,1
23134,"Jason Shackell",75,"2015-09-21 00:00:00",38,38,1
23151,"Frazer Wright",65,"2015-02-27 00:00:00",54,184,1
23186,"Callum Davidson",59,"2014-03-07 00:00:00",55,46,1
23257,"Chris Brunt",68,"2016-02-25 00:00:00",53,188,1
23284,"Ibrahima Sonko",64,"2014-09-18 00:00:00",44,16,1
23311,"Clint Hill",72,"2016-03-10 00:00:00",57,65,1
23334,"Jody Craddock",64,"2013-03-22 00:00:00",72,48,1
23349,"Clarke Carlisle",61,"2013-04-05 00:00:00",51,27,1
23377,"Garry Monk",67,"2014-02-21 00:00:00",45,24,1
23426,"Wayne Brown",64,"2011-02-22 00:00:00",55,1,1
23512,"Jon Daly",62,"2014-10-24 00:00:00",54,120,1
23571,"Wes Morgan",78,"2016-05-12 00:00:00",45,75,1
23720,"William Haining",54,"2013-07-12 00:00:00",65,17,1
23787,"Liam Ridgewell",71,"2016-02-18 00:00:00",55,140,1
23818,"Matthew Upson",71,"2016-03-10 00:00:00",51,116,1
23837,"Scott Dann",78,"2016-03-24 00:00:00",47,160,1
23869,"Jerel Ifil",63,"2010-08-30 00:00:00",51,38,1
23889,"Aaron Mokoena",68,"2012-02-22 00:00:00",51,30,1
23921,"Ryan Nelsen",74,"2012-08-31 00:00:00",45,110,1
23930,"Jaroslaw Fojut",68,"2016-02-25 00:00:00",46,117,2
24004,"Joseph Yobo",74,"2014-04-25 00:00:00",38,48,1
24099,"Hurtado Perez Moises",65,"2014-05-02 00:00:00",59,76,1
24134,"Sami Hyypiae",80,"2011-02-22 00:00:00",44,64,2
24149,"Floribert Ngalula",60,"2012-02-22 00:00:00",52,15,1
24163,"Chris Riggott",66,"2012-02-22 00:00:00",42,17,1
24167,"Emanuel Pogatetz",68,"2016-05-12 00:00:00",43,113,2
24211,"Richard Dunne",75,"2014-12-05 00:00:00",56,150,1
24230,"Titus Bramble",72,"2013-07-12 00:00:00",54,112,1
24336,"Andrew O'Brien",68,"2014-11-14 00:00:00",50,37,1
24412,"Diego Luis Breijo Lopez",73,"2010-02-22 00:00:00",119,48,1
24452,"Steven Caldwell",68,"2014-09-18 00:00:00",53,20,1
24492,"Francesco Pratali",66,"2014-07-18 00:00:00",56,24,1
24509,"Anthony Gardner",68,"2014-01-17 00:00:00",49,30,1
24625,"Tommy Elphick",71,"2015-10-16 00:00:00",55,11,1
24656,"Tom Huddlestone",74,"2015-09-21 00:00:00",48,136,1
24705,"Dean Holden",59,"2014-09-18 00:00:00",51,16,1
24744,"Daniel Gabbidon",66,"2015-03-20 00:00:00",53,69,1
24792,"Daniele Portanova",74,"2014-05-02 00:00:00",42,177,1
24845,"Lee McCulloch",64,"2016-03-10 00:00:00",56,80,1
24932,"Tonel",70,"2016-04-07 00:00:00",58,40,1
25257,"Mathieu Beda",65,"2013-02-15 00:00:00",38,55,1
25365,"Andreas Ottl",70,"2014-02-14 00:00:00",47,72,1
25415,"David Jones",71,"2016-03-17 00:00:00",64,84,1
25416,"Jonathan Hayes",69,"2016-05-12 00:00:00",53,172,1
25483,"Christian Schulz",74,"2016-05-05 00:00:00",46,218,1
25525,"Siaka Tiene",71,"2015-09-21 00:00:00",66,137,1
25584,"Cribari",55,"2014-01-03 00:00:00",47,47,1
25644,"Martin Latka",73,"2014-05-09 00:00:00",45,13,1
25782,"Cesar Fernando",58,"2011-02-22 00:00:00",51,48,1
25790,"Jiri Koubsky",61,"2011-02-22 00:00:00",42,27,1
25804,"Selver Hodzic",60,"2009-08-30 00:00:00",123,17,1
25835,"Kim Jaggy",61,"2015-03-06 00:00:00",44,75,2
25908,"Cadu",69,"2015-04-10 00:00:00",41,17,1
25913,"Helder Rosario",61,"2013-03-22 00:00:00",51,29,1
25920,"Bruno Alves",78,"2016-05-19 00:00:00",68,45,1
25984,"Daniel Agger",77,"2016-06-16 00:00:00",62,125,1
26005,"Thomas Vermaelen",80,"2016-05-12 00:00:00",52,117,3
26099,"Paolo Maldini",77,"2009-02-22 00:00:00",138,30,1
26118,"Florian Marange",69,"2016-02-25 00:00:00",58,99,1
26136,"Adama Coulibaly",64,"2015-04-10 00:00:00",60,109,1
26155,"Mathieu Bodmer",77,"2016-04-14 00:00:00",63,135,1
26171,"Lorik Cana",76,"2016-04-28 00:00:00",59,133,3
26176,"Gregory Leca",68,"2013-02-15 00:00:00",41,64,1
26209,"Sebastien Bassong",74,"2016-05-12 00:00:00",44,159,1
26231,"Frederic Biancalani",69,"2011-02-22 00:00:00",48,20,1
26235,"Jeremy Sapina",65,"2014-02-14 00:00:00",62,41,1
26242,"Pascal Berenguer",66,"2015-09-21 00:00:00",51,71,1
26253,"Mauro Cetto",71,"2016-05-26 00:00:00",41,89,2
26284,"Loic Guillon",65,"2015-03-13 00:00:00",45,12,1
26315,"Mario Yepes",74,"2015-09-21 00:00:00",54,118,1
26336,"Stephane M'Bia",75,"2016-02-04 00:00:00",53,156,3
26383,"Habib Bellaid",64,"2015-09-21 00:00:00",48,29,2
26440,"Timmy Simons",73,"2016-01-28 00:00:00",59,181,3
26445,"Serginho Greene,20",69,"2010-02-22 00:00:00",137,21,1
26455,"Mark-Jan Fledderus",67,"2015-12-17 00:00:00",49,182,1
26458,"Arnold Kruiswijk",72,"2016-02-18 00:00:00",39,126,2
26459,"Rasmus Lindgren",69,"2016-03-17 00:00:00",49,85,1
26503,"Alje Schut",67,"2012-02-22 00:00:00",43,61,1
26521,"Gregory Paisley",67,"2011-08-30 00:00:00",43,36,1
26527,"Jonas Olsson",77,"2016-04-21 00:00:00",62,187,1
26528,"Patrick Pothuizen",65,"2010-02-22 00:00:00",134,24,1
26545,"Peter Niemeyer",71,"2016-03-10 00:00:00",53,83,1
26560,"Karim Touzani",62,"2010-02-22 00:00:00",131,12,1
26564,"Alex",79,"2016-04-14 00:00:00",46,159,3
26587,"Boldiszar Bodor",64,"2013-12-27 00:00:00",49,63,2
26593,"Pa Modou Kah",67,"2016-05-26 00:00:00",57,58,1
26614,"Ruud Knol",65,"2010-02-22 00:00:00",130,17,1
26626,"Rob Penders",70,"2011-02-22 00:00:00",55,61,1
26635,"Patrick Zwaanswijk",69,"2013-04-05 00:00:00",58,41,1
26637,"Danny Schenkel",64,"2010-08-30 00:00:00",51,18,1
26652,"Wouter Gudde",63,"2011-02-22 00:00:00",34,27,1
26655,"Remon de Vries",63,"2008-08-30 00:00:00",151,5,1
26660,"Ragnar Klavan",77,"2015-09-21 00:00:00",59,174,2
26665,"Peter Reekers",62,"2011-02-22 00:00:00",55,4,1
26680,"Aleksandar Rankovic",65,"2010-08-30 00:00:00",65,12,1
26778,"Michael Gravgaard",63,"2010-08-30 00:00:00",37,25,2
26781,"Michael Silberbauer",69,"2013-07-12 00:00:00",41,97,2
26805,"Kris Stadsgaard",66,"2016-05-05 00:00:00",54,23,1
26894,"Heiko Butscher",65,"2015-05-15 00:00:00",58,59,1
26916,"Christophe Lepoint",71,"2016-04-28 00:00:00",56,92,1
26956,"Fabio Morena",64,"2013-02-15 00:00:00",35,7,1
27110,"Arnar Vidarsson",60,"2014-03-14 00:00:00",51,109,1
27293,"Bastian Reinhardt",74,"2009-08-30 00:00:00",126,15,1
27301,"Marcelo Jose Bordon",82,"2009-08-30 00:00:00",141,49,1
27320,"Matthieu Delpierre",74,"2016-04-28 00:00:00",53,101,2
27412,"Filip Daems",73,"2016-04-14 00:00:00",52,167,2
27415,"Bo Svensson",72,"2014-04-25 00:00:00",61,82,1
27436,"Javier Pinola",74,"2016-05-26 00:00:00",49,123,1
27438,"Andreas Wolf",73,"2014-02-14 00:00:00",50,73,1
27471,"Chris",71,"2013-06-07 00:00:00",54,60,1
27476,"Aleksandar Vasoski",72,"2011-02-22 00:00:00",62,13,1
27492,"Manuel Friedrich",73,"2014-04-18 00:00:00",51,111,1
27521,"Matthias Henn",64,"2015-03-13 00:00:00",56,2,1
27534,"Adam Bodzek",69,"2016-04-21 00:00:00",59,29,1
27550,"Marvin Matip",76,"2016-03-24 00:00:00",69,49,1
27565,"Souleymane Adama Diamoutene",64,"2016-04-21 00:00:00",57,12,1
27598,"Guillermo Giacomazzi",65,"2015-07-03 00:00:00",52,88,1
27680,"Francesco Modesto",63,"2016-02-04 00:00:00",55,78,1
27692,"Cristian Chivu",75,"2014-02-07 00:00:00",46,80,1
27702,"Angelo Palombo",71,"2016-05-12 00:00:00",48,177,1
27733,"Barreto",70,"2015-04-10 00:00:00",40,65,1
27785,"Carlos Valdez",65,"2011-02-22 00:00:00",48,30,1
27948,"Benjamin Kibebe",61,"2013-02-15 00:00:00",44,8,1
28284,"Vadim Demidov",69,"2014-10-10 00:00:00",65,48,2
28308,"Kaspars Gorkss",67,"2014-12-12 00:00:00",47,14,1
28472,"Miles Addison",63,"2016-04-28 00:00:00",54,6,1
28480,"Naldo",84,"2015-11-26 00:00:00",60,195,1
28905,"Ricardo Fernandes",64,"2013-05-10 00:00:00",45,8,1
29049,"Thomas Scobbie",64,"2016-04-21 00:00:00",70,111,1
29276,"Oliver Barth",67,"2014-09-18 00:00:00",45,52,1
29471,"Georg Niedermaier",73,"2016-05-12 00:00:00",46,134,1
29585,"Eder",65,"2012-02-22 00:00:00",46,26,1
30252,"Frank Baumann",76,"2009-02-22 00:00:00",137,27,1
30253,"Lukas Sinkiewicz",67,"2014-04-11 00:00:00",45,12,1
30276,"David Navarro",75,"2016-03-24 00:00:00",48,189,2
30354,"Ledley King",82,"2012-02-22 00:00:00",54,70,1
30404,"Lukas Zelenka",68,"2010-02-22 00:00:00",144,9,1
30425,"Daniel Majstorovic",66,"2013-12-06 00:00:00",40,47,1
30457,"Sylvain Armand",75,"2016-03-17 00:00:00",44,219,1
30459,"Martin Demichelis",78,"2016-02-04 00:00:00",43,196,3
30464,"Boris Smiljanic",64,"2012-02-22 00:00:00",46,67,1
30492,"Walter Samuel",74,"2015-10-30 00:00:00",44,127,2
30563,"Marko Basa",80,"2016-02-11 00:00:00",54,133,1
30616,"Mikael Silvestre",68,"2013-12-06 00:00:00",45,47,2
30649,"Christoph Metzelder",74,"2013-07-05 00:00:00",41,55,2
30676,"David Jemmali",69,"2009-08-30 00:00:00",121,26,1
30682,"Daniele De Rossi",82,"2016-05-05 00:00:00",49,225,1
30693,"Josip Simunic",76,"2012-02-22 00:00:00",52,67,1
30715,"Martin Jiranek",73,"2014-05-16 00:00:00",63,10,1
30716,"Marco Materazzi",76,"2011-02-22 00:00:00",51,21,1
30723,"Alessandro Nesta",73,"2013-10-11 00:00:00",56,64,1
30730,"Dario Simic,25",74,"2009-08-30 00:00:00",140,26,1
30739,"Gael Givet",65,"2016-01-21 00:00:00",58,98,2
30824,"Fredrik Stenman",66,"2015-12-10 00:00:00",55,89,2
30826,"Petter Hansson",67,"2012-02-22 00:00:00",45,95,1
30865,"Nemanja Vidic",81,"2016-01-14 00:00:00",40,162,2
30866,"Ivica Dragutinovic",75,"2011-02-22 00:00:00",60,31,1
30868,"Anatoli Tymoschuk",75,"2014-09-18 00:00:00",50,56,1
30880,"Arek Radomski",63,"2012-02-22 00:00:00",53,77,2
30889,"Xabi Alonso",84,"2016-05-12 00:00:00",45,217,3
30890,"Philippe Senderos",71,"2016-04-14 00:00:00",67,90,4
30891,"Gabriel Milito",79,"2012-02-22 00:00:00",40,17,1
30903,"Pablo Ibanez",70,"2013-07-12 00:00:00",60,31,2
30918,"David Rozehnal",73,"2016-04-07 00:00:00",59,123,4
30929,"Fabricio Coloccini",77,"2016-03-10 00:00:00",63,211,1
30930,"Esteban Cambiasso",78,"2016-01-14 00:00:00",51,206,2
30964,"Maza",73,"2016-03-24 00:00:00",53,74,2
30976,"Radoslaw Sobolewski",65,"2016-04-21 00:00:00",64,154,1
31014,"Romaric",72,"2015-09-21 00:00:00",51,135,2
31019,"Seweryn Gancarczyk",63,"2015-02-13 00:00:00",63,79,1
31187,"Tomas Galasek",74,"2009-02-22 00:00:00",152,15,1
31214,"Matteo Ferrari",65,"2014-09-26 00:00:00",51,33,1
31302,"Pedro Ribeiro",65,"2015-07-03 00:00:00",60,26,1
31312,"Milan Stepanov",74,"2010-08-30 00:00:00",42,13,2
31684,"Abdeslam Ouaddou",73,"2009-08-30 00:00:00",145,43,1
31728,"Karl Svensson",61,"2011-08-30 00:00:00",56,1,1
31810,"Antti Okkonen",60,"2008-08-30 00:00:00",143,4,1
32200,"Steven Smith",61,"2016-03-17 00:00:00",62,48,1
32419,"Andrew Considine",64,"2016-01-07 00:00:00",56,194,1
32436,"Zander Diamond",63,"2016-05-12 00:00:00",58,73,1
32449,"Darren O'Dea",68,"2016-03-10 00:00:00",44,39,1
32484,"David McCracken",60,"2013-03-22 00:00:00",58,42,1
32556,"Mark Twaddle",57,"2011-08-30 00:00:00",54,30,1
32581,"Christophe Berra",74,"2016-04-14 00:00:00",50,115,2
32589,"Jose Goncalves",70,"2015-12-17 00:00:00",55,40,2
32609,"Steven Pressley",70,"2009-02-22 00:00:00",126,15,1
32622,"Chris Hogg",60,"2013-02-15 00:00:00",41,92,1
32670,"Grant Munro",62,"2013-09-20 00:00:00",53,109,1
32673,"Richard Hastings",61,"2010-02-22 00:00:00",131,39,1
32675,"Cata Diaz",76,"2016-05-26 00:00:00",48,142,1
32700,"Simon Ford",58,"2011-08-30 00:00:00",47,49,1
32732,"James McPake",63,"2016-01-07 00:00:00",59,91,1
32752,"Giuseppe Favalli",75,"2010-02-22 00:00:00",142,36,1
32755,"Milivoje Vitakic",67,"2009-08-30 00:00:00",135,39,1
32760,"Milos Maric",66,"2016-05-12 00:00:00",56,119,2
32868,"Julien Rodriguez",54,"2011-08-30 00:00:00",54,5,1
32891,"Danny Grainger",61,"2016-01-07 00:00:00",54,125,1
32906,"Neil McGregor",58,"2013-02-15 00:00:00",45,5,1
32920,"Rasmus Bengtsson",72,"2016-06-16 00:00:00",50,83,2
32924,"Alex Neil",59,"2015-01-26 00:00:00",43,70,1
32951,"Willie Dyer",59,"2015-02-27 00:00:00",43,18,1
32952,"Kevin Rutkiewicz",60,"2012-02-22 00:00:00",49,19,1
33076,"Zak Whitbread",64,"2016-04-14 00:00:00",53,18,1
33082,"Mario Cvitanovic",69,"2008-08-30 00:00:00",129,23,1
33108,"Stephane Noro",66,"2010-08-30 00:00:00",40,17,1
33122,"Sylvain Marchal",68,"2015-02-06 00:00:00",45,151,1
33128,"Didier Digard",76,"2015-10-16 00:00:00",55,151,3
33408,"Elliott L. Ward",67,"2016-01-28 00:00:00",54,12,1
33414,"Pietro Accardi",66,"2014-06-06 00:00:00",45,39,1
33444,"Florian Jarjat",61,"2015-02-06 00:00:00",51,25,1
33488,"Philipp Haastrup",65,"2013-03-08 00:00:00",50,31,1
33582,"Jiri Jarosik",67,"2015-04-17 00:00:00",48,56,1
33607,"Ruben",70,"2016-03-24 00:00:00",63,46,1
33655,"Arturo Arzu",66,"2012-02-22 00:00:00",58,34,1
33660,"Olivier Fontenette",58,"2009-02-22 00:00:00",131,4,1
33715,"Abraham Paz Cruz",66,"2013-04-26 00:00:00",48,29,1
33768,"Daniel Jarque",77,"2008-08-30 00:00:00",133,36,1
33812,"Sebastien Squillaci",74,"2016-02-11 00:00:00",49,151,3
33813,"Sylvain Monsoreau",66,"2013-02-15 00:00:00",46,44,1
